,OBJECTID,MAX_SPEED_LIMIT,FIRST_LANE_TYPE,src,des,nodeid,curv,length,SHAPE
0,1,60,2,1,2,1,1.0032951871264941,8037.337567488655,"{'hasM': True, 'paths': [[[2184682.8000066876, 1371084.3001121134, 0], [2184413.000070438, 1371175.7998881936, 284.89300000000003], [2184253.300102286, 1371230.4000802487, 453.66900000000004], [2184025.800070077, 1371307.7998883203, 693.9750000000001], [2183882.300037943, 1371356.3001123667, 845.4500000000002], [2183758.0000058264, 1371398.6000164077, 976.7500000000001], [2183571.7999416515, 1371461.900112465, 1173.4160000000002], [2183431.799941521, 1371509.4999845102, 1321.2860000000003], [2183279.999877382, 1371560.300112553, 1481.361], [2183125.800069239, 1371612.300112605, 1644.0930000000003], [2182969.8000690937, 1371665.9999526516, 1809.0770000000002], [2182857.8000689894, 1371709.9999526963, 1929.4090000000003], [2182793.500036929, 1371731.5001127124, 1997.2090000000003], [2182713.0000688545, 1371758.4999207407, 2082.1160000000004], [2182499.9998766556, 1371830.9998888075, 2307.117], [2182427.799940586, 1371855.5999528319, 2383.3920000000003], [2182061.3001002446, 1371980.8000809476, 2770.6870000000004], [2181800.7998760045, 1372064.5000490248, 3044.3040000000005], [2181651.499907866, 1372112.300113067, 3201.0690000000004], [2181575.4999077953, 1372135.4000170901, 3280.5020000000004], [2181463.7999396883, 1372168.800081119, 3397.0890000000004], [2181338.3000355735, 1372206.2999851555, 3528.0710000000004], [2181017.500035275, 1372298.6000172421, 3861.8860000000004], [2180882.4999711476, 1372330.1000492722, 138.62637], [2180799.4999070726, 1372352.0000812933, 224.46704000000003], [2180730.499971006, 1372370.1000493094, 295.80147000000005], [2180681.800066963, 1372384.0999213234, 346.47372000000007], [2180616.299906902, 1372400.0999213383, 413.8997600000001], [2180566.4999708533, 1372413.999953352, 465.60319000000004], [2180492.2999067865, 1372432.899921365, 542.17249], [2180412.500098709, 1372452.8999213874, 624.4404000000001], [2180077.0000663996, 1372533.8000174612, 969.5564700000001], [2179921.3000982516, 1372570.2999854982, 1129.4774700000003], [2179759.499906104, 1372608.3999535292, 1295.70295], [2179631.799937982, 1372637.4999855608, 1426.6765900000003], [2179581.0000659376, 1372648.000081569, 1478.5502700000002], [2179533.8000658937, 1372657.3000495732, 1526.6577500000003], [2179492.299905855, 1372665.4999855831, 1568.9602600000003], [2179250.9999376275, 1372713.1001136303, 1814.9103500000003], [2179201.0000655837, 1372721.999953635, 1865.6961200000003], [2179163.2999695465, 1372728.5998896435, 38.27344000000001], [2179107.2999694943, 1372739.8999856561, 95.40218000000002], [2179038.99993743, 1372752.0000816658, 164.76576000000003], [2178908.5000973083, 1372774.9000496864, 297.25960000000003], [2178601.300097022, 1372828.0000817329, 609.0150300000001], [2178449.500032883, 1372852.500049755, 762.7794900000001], [2178297.000064742, 1372876.3001137823, 917.1254800000002], [2178200.000128649, 1372890.4999217913, 1015.1592600000001], [2178083.7999365404, 1372908.3999538124, 1132.73007], [2177910.00000038, 1372932.3001138344, 1308.1656300000002], [2177755.4999042377, 1372953.1001138538, 1464.0595700000001], [2177672.500096157, 1372962.799953863, 1547.6242400000003], [2177500.0001279972, 1372982.4999218807, 1721.2454600000003], [2177486.799999986, 1372984.599889882, 1734.6115800000002], [2177416.500095919, 1372993.100113891, 1805.4235200000003], [2177355.499903865, 1373000.3999538943, 1866.8589400000003], [2177263.4999037795, 1373010.6000179052, 1959.4226600000002], [2177124.500095647, 1373024.0999219194, 2099.0764900000004], [2177011.499903545, 1373033.3000499234, 2212.4505900000004], [2176958.499967493, 1373037.600081928, 2265.6246800000004], [2176914.499967452, 1373041.0000179335, 2309.7558400000003]]], 'spatialReference': {'wkid': 102667, 'latestWkid': 2240}}"
1,2,60,2,2,3,2,1.0000102422718047,12765.986345008425,"{'hasM': True, 'paths': [[[2176914.499967452, 1373041.0000179335, 2309.7558400000003], [2176865.9999994077, 1373044.8999219388, 2358.4123500000005], [2176814.9999353588, 1373049.3998899385, 51.19800000000001], [2176701.500031255, 1373060.8999219537, 165.27900000000002], [2176611.4999031723, 1373070.2999859601, 255.76900000000003], [2176513.50003108, 1373078.4000819698, 354.10300000000007], [2176424.800126996, 1373087.0999859795, 443.22900000000004], [2176309.99999889, 1373096.5998899862, 558.421], [2176197.800062787, 1373105.9001139924, 671.0060000000001], [2176078.7999986745, 1373116.000082001, 790.4340000000001], [2175994.999934595, 1373122.799954012, 874.5090000000001], [2175917.500030525, 1373128.800082013, 952.2410000000001], [2175800.000126414, 1373139.2999220267, 1070.209], [2175688.2999023125, 1373148.3999540359, 1182.2790000000002], [2175600.8001262285, 1373155.7998900414, 1270.092], [2175525.9999981597, 1373162.100050047, 1345.1560000000002], [2175446.9999340847, 1373169.0000180528, 1424.457], [2175333.3000939786, 1373178.7999540642, 1538.5790000000002], [2175243.2999658957, 1373186.4000820667, 1628.8990000000003], [2175167.7999338247, 1373192.8000820726, 1704.6700000000003], [2175089.800061755, 1373198.799954079, 1782.9000000000003], [2175011.2999656796, 1373205.3998900875, 1861.6770000000004], [2174949.0000616238, 1373210.4999220893, 1924.1860000000004], [2174942.9999336153, 1373210.999890089, 6.020920000000001], [2174818.3000295013, 1373221.6000820994, 131.17055000000002], [2174734.499965422, 1373228.8000821099, 215.27936000000003], [2174630.300029326, 1373236.8000821173, 319.78594000000004], [2174553.300093252, 1373244.0999221206, 397.13113000000004], [2174460.800125167, 1373251.4000181332, 489.9187100000001], [2174379.4999010935, 1373257.8000181392, 571.47045], [2174265.9999969862, 1373268.0000821427, 685.4277700000001], [2174188.8001249135, 1373274.2999861538, 762.8842600000002], [2174102.3000288345, 1373281.4999861568, 849.6835000000001], [2174012.000124749, 1373288.599890165, 940.2620900000002], [2173931.299964674, 1373295.5001141727, 1021.2567100000001], [2173854.3000286035, 1373301.8000181764, 1098.51394], [2173774.9999325275, 1373308.00008218, 1178.0560400000002], [2173737.8000604957, 1373310.7999541834, 1215.3611300000002], [2173617.9999963827, 1373321.6000821963, 1335.64703], [2173528.500092298, 1373329.4999862015, 1425.4949100000001], [2173454.9999322295, 1373335.5999542102, 1499.2477600000002], [2173328.8001241125, 1373346.1000502184, 1625.8836300000003], [2173206.300028, 1373355.2999222279, 1748.7287000000003], [2173106.300027907, 1373364.5000502318, 1849.1510200000002], [2173015.499899823, 1373372.5000502393, 1940.3028900000004], [2172893.5000277087, 1373383.0999862552, 2062.76238], [2172810.799995631, 1373389.8000182584, 2145.73338], [2172694.9999315217, 1373399.7998902649, 2261.9644100000005], [2172585.800059423, 1373408.3999542743, 2371.5024100000005], [2172500.0001233406, 1373416.0000822842, 2457.6382900000003], [2171935.7999308147, 1373462.9998903275, 3023.7927200000004], [2171724.000122618, 1373481.6000823453, 3236.4076900000005], [2171390.3000263087, 1373509.6000823677, 3571.2804400000005], [2171002.499961946, 1373542.1000503972, 3960.4399700000004], [2170786.799993746, 1373559.5999544188, 4176.848660000001], [2170547.299961522, 1373579.8999864385, 4417.20747], [2170360.5000893474, 1373595.5001144484, 4604.657610000001], [2170088.0001210943, 1373619.2999224737, 4878.194930000001], [2169334.4999603927, 1373682.7999545336, 5634.366040000001], [2169114.499960188, 1373702.6000185534, 5855.255250000001], [2168804.2998959012, 1373731.299922578, 6166.7801500000005], [2168319.2999594472, 1373776.5998906195, 6653.891040000001], [2168097.0000552423, 1373797.0000186414, 6877.125030000001], [2167500.000118684, 1373846.999890685, 7476.215100000001], [2166354.999925617, 1373943.5999547765, 8625.282990000002], [2166034.7999893203, 1373969.1001148, 8946.496710000001], [2165904.5000851974, 1373980.3001148105, 9077.277080000002], [2165250.79998859, 1374036.3001148626, 9733.37145], [2164818.499956187, 1374073.100114897, 10167.234970000001], [2164525.300083913, 1374096.8000829145, 10461.391150000001], [2164194.6212356053, 1374123.4759229422, 10532.640602500001]]], 'spatialReference': {'wkid': 102667, 'latestWkid': 2240}}"
2,3,45,2,2,4,3,1.06662498995088,5106.354857481032,"{'hasM': True, 'paths': [[[2176914.499967452, 1373041.0000179335, 133.08900000000003], [2176901.5000314415, 1373068.8999219611, 102.30900000000001], [2176859.2999674007, 1373162.100050047, 419.21200000000005], [2176840.5000953823, 1373214.4000820965, 363.63500000000005], [2176815.2999673598, 1373265.3000501394, 306.83900000000006], [2176796.0001273416, 1373301.1001141742, 266.16800000000006], [2176784.800127331, 1373322.100050196, 242.36800000000002], [2176770.799999319, 1373344.3001142144, 216.12200000000004], [2176759.2999673076, 1373361.0000182316, 195.84500000000003], [2176750.7999993004, 1373373.399890244, 180.81200000000004], [2176733.9999992847, 1373397.1001142636, 151.76100000000002], [2176711.299967263, 1373427.299922295, 113.98100000000002], [2176685.5000312403, 1373460.0999223217, 72.25000000000001], [2176665.000063222, 1373485.1001143456, 39.92000000000001], [2176641.0000631995, 1373517.0000183806, 231.82000000000002], [2176608.5000951663, 1373547.400018409, 187.31800000000004], [2176577.5000311397, 1373575.299922429, 145.61200000000002], [2176549.5000311136, 1373598.4999224544, 109.24900000000001], [2176516.5000950806, 1373622.799954474, 68.26700000000001], [2176487.799935054, 1373641.0000184923, 34.28300000000001], [2176458.501759026, 1373658.7971385121, 0], [2176435.124223005, 1373690.0770105347, 44.08200000000001], [2176388.941246964, 1373717.49813056, 83.71200000000002], [2176346.606846925, 1373741.5517625883, 129.17100000000002], [2176300.9049588814, 1373766.5675706118, 183.82500000000002], [2176259.051582843, 1373790.1401146278, 239.22100000000003], [2176166.6856307574, 1373841.1338426769, 344.57800000000003], [2176087.019646682, 1373885.7701947168, 413.60948500000006], [2175958.8622065634, 1373958.0345147848, 146.14900000000003], [2175929.035710536, 1373973.9099068046, 164.05100000000002], [2175845.8101104572, 1374019.6118588448, 276.47800000000007], [2175711.5908463337, 1374094.6591549143, 155.669], [2175654.824254278, 1374125.9289149418, 209.79400000000004], [2175600.4525422305, 1374155.7613629699, 269.72200000000004], [2175572.0797422007, 1374170.668690987, 36.52100000000001], [2175438.341502078, 1374245.234963052, 159.51500000000001], [2175394.5639020354, 1374270.73179508, 200.06700000000004], [2175332.9711979814, 1374303.3746111095, 259.28600000000006], [2175296.9061099477, 1374324.6119231284, 41.853482500000005], [2175219.4533738755, 1374367.4274111688, 130.35259250000001], [2175147.7735658064, 1374408.3186112046, 212.87583250000003], [2175091.488061756, 1374438.145107232, 276.57573500000007], [2175039.051133707, 1374468.4526912645, 337.1412475000001], [2175004.4138856754, 1374487.214547284, 376.53345750000005], [2174967.852349639, 1374505.4953152984, 417.4104975000001], [2174937.5447656102, 1374518.9653313085, 450.5766075000001], [2174896.6535655744, 1374536.2839873284, 494.98411000000004], [2174854.3191655353, 1374551.6782913432, 540.0305950000001], [2174818.7198055014, 1374563.2240193486, 577.4554300000001], [2174780.233981464, 1374574.769811362, 617.6358250000001], [2174742.7103334293, 1374584.3912513703, 656.3733550000001], [2174703.7434213944, 1374591.6073153764, 696.0027850000001], [2174664.295421358, 1374598.823443383, 736.1053700000001], [2174619.074621316, 1374605.077395387, 781.7565750000001], [2174587.804861285, 1374607.9637953937, 813.1592700000001], [2174554.471933253, 1374610.1282753944, 846.5624000000001], [2174550.7623012513, 1374610.369171396, 3.7174450000000006], [2174483.89318119, 1374613.7366594002, 70.671305], [2174421.834813133, 1374610.8502593935, 132.79676], [2174350.6360290647, 1374604.5963073894, 204.26968500000004], [2174308.782717027, 1374598.3423553854, 246.58766750000004], [2174266.448252987, 1374590.1641153768, 289.70483750000005], [2174195.7306209207, 1374571.8833473623, 362.747085], [2174125.975036856, 1374554.564755343, 434.62041250000004], [2174038.9008607753, 1374531.9543233216, 524.5823150000001], [2173886.4008286335, 1374489.6199232861, 682.8493700000001], [2173859.460732609, 1374481.4416832775, 36.21173], [2173837.3313885853, 1374477.1120192707, 45.89978000000001], [2173807.504892558, 1374471.8202432692, 75.74926], [2173760.3597405143, 1374465.0852032602, 129.82931000000002], [2173725.997884482, 1374460.605459258, 156.67575000000002], [2173657.2394204177, 1374456.690067254, 366.27205250000003], [2173505.3912282772, 1374466.5284032598, 11.102000000000002], [2173477.0079322495, 1374471.8202432692, 43.919000000000004], [2173448.6246362254, 1374478.0741312727, 56.96800000000001], [2173403.884860184, 1374487.214547284, 114.21700000000001], [2173330.761788115, 1374506.938515298, 197.99500000000003], [2173303.3406680897, 1374515.5978433043, 206.09900000000002], [2173271.10879606, 1374523.776083313, 40.17900000000001], [2173145.067707941, 1374558.8943553492, 176.89400000000003], [2173085.895739887, 1374575.250835359, 234.03600000000003], [2173052.701755855, 1374585.3533633724, 36.882000000000005], [2172980.17605979, 1374605.0995393917, 102.97263250000002], [2172946.865723759, 1374614.6988354027, 32.17100000000001], [2172645.233147476, 1374699.367635481, 347.273], [2172507.6463313475, 1374736.891283512, 493.40100000000007], [2172473.967291318, 1374744.1634115204, 520.7890000000001], [2172436.000123281, 1374732.8000835106, 558.686]]], 'spatialReference': {'wkid': 102667, 'latestWkid': 2240}}"
3,4,45,1,7,5,4,1.0284038742106774,12522.00041459518,"{'hasM': True, 'paths': [[[2174871.799933549, 1383124.8999313265, 0], [2176973.8000635095, 1380167.799896568, 41.09400000000001], [2176998.7999995314, 1380143.299928546, 76.09700000000001], [2177021.3000955507, 1380122.7999605313, 106.53600000000002], [2177042.999935571, 1380102.799960509, 136.04700000000003], [2177077.300095603, 1380073.0000244826, 181.48400000000004], [2177108.299903635, 1380046.9998964593, 221.94400000000005], [2177119.4999036454, 1380037.6000884473, 236.56500000000003], [2177177.0000636987, 1380000.000088416, 305.26800000000003], [2177187.4999037087, 1379993.3000564054, 317.72300000000007], [2177202.99993572, 1379980.099928394, 338.08200000000005], [2177252.500095766, 1379942.4999283627, 400.2440000000001], [2177309.8000638224, 1379901.100120321, 470.93500000000006], [2177324.0001278333, 1379891.4000243172, 488.13200000000006], [2177369.8000638783, 1379860.000088282, 543.662], [2177406.7999999113, 1379835.2999282628, 588.1490000000001], [2177500.0001279972, 1379778.799960211, 697.1370000000001], [2177539.4999040365, 1379755.5999601856, 742.9460000000001], [2177610.0000001006, 1379716.8000881523, 823.4180000000001], [2177719.7999362014, 1379660.5998960957, 123.34700000000002], [2177814.99993629, 1379616.0000880584, 228.47600000000003], [2177838.000000313, 1379606.4000880495, 253.40000000000003], [2177920.0001283884, 1379571.899992019, 342.362], [2178024.500096485, 1379533.399895981, 453.72800000000007], [2178094.800000552, 1379510.99989596, 527.5110000000001], [2178157.0000646114, 1379492.899927944, 592.291], [2178279.4999047257, 1379458.9000559077, 719.421], [2178350.0000007898, 1379442.4999278933, 791.8040000000001], [2178382.999936819, 1379435.5999598876, 825.5170000000002], [2178411.299968846, 1379430.799959883, 854.2220000000001], [2178414.0000008494, 1379430.2999918833, 856.9680000000001], [2178471.4999049045, 1379420.3001198769, 58.36300000000001], [2178532.500096958, 1379410.4000878632, 120.16100000000002], [2178574.800000999, 1379405.499991864, 162.74400000000003], [2178604.299905028, 1379402.1000558585, 192.43900000000002], [2178627.49990505, 1379399.099991858, 215.83200000000002], [2178729.000065144, 1379385.9999598414, 318.17400000000004], [2178771.499905184, 1379381.1001198366, 360.9560000000001], [2178855.7999372594, 1379371.400023833, 445.81200000000007], [2178876.0001292787, 1379368.3001198247, 466.2490000000001], [2178922.0000013225, 1379361.3000558168, 512.778], [2179011.299969405, 1379346.4000878036, 603.3130000000001], [2179119.7999375053, 1379324.8000877872, 713.9420000000001], [2179218.800001599, 1379300.300119765, 815.9280000000001], [2179290.9999376647, 1379279.8999917433, 890.9550000000002], [2179346.499969717, 1379262.1000557244, 949.2400000000001], [2179405.0000657737, 1379242.299991712, 1011.0000000000001], [2179500.2999058627, 1379206.1000556722, 1112.9430000000002], [2179600.000129953, 1379162.7999596372, 1221.64], [2179602.9999379553, 1379161.3998956308, 1224.9510000000002], [2179652.0001300015, 1379138.7999596149, 1278.9120000000003], [2179690.9999380372, 1379119.4000235945, 1322.4700000000003], [2179705.000066053, 1379112.5000555888, 1338.0780000000002], [2179780.5000981204, 1379072.300119549, 1423.6130000000003], [2179838.8000021763, 1379038.9000555202, 1490.803], [2179888.0001302212, 1379008.8999274895, 1548.4280000000003], [2179954.4999702834, 1378965.999959454, 1627.5650000000003], [2179994.9999383204, 1378937.0000234246, 1677.3770000000002], [2180005.8000663333, 1378928.8000874147, 1690.9370000000004], [2180041.000066366, 1378902.4000873938, 1734.9370000000004], [2180097.500034418, 1378859.400023356, 1805.9390000000003], [2180157.800066475, 1378810.1000553071, 1883.8270000000002], [2180213.3000985235, 1378762.6000232622, 1956.8790000000004], [2180295.4999066032, 1378686.7999591902, 2068.693], [2180380.500098679, 1378597.9999591112, 2191.6180000000004], [2180382.000002682, 1378596.3999591097, 2193.811], [2180422.80000272, 1378550.9000550658, 2254.925], [2180448.5000987425, 1378521.9001190364, 2293.6740000000004], [2180505.800066799, 1378455.8999909759, 2381.077], [2180508.5000987984, 1378452.800086975, 2385.1880000000006], [2180577.800066866, 1378372.3001189008, 106.22020000000002], [2180642.800002925, 1378296.599894829, 205.99753000000004], [2180703.7999389805, 1378229.9001187682, 296.38476], [2180782.8000030555, 1378148.5000546873, 409.81748000000005], [2180807.99987508, 1378126.1000546664, 443.5338500000001], [2180833.8000671044, 1378103.4000226483, 477.8986700000001], [2180885.800067153, 1378057.4999906048, 547.2587000000001], [2180928.2999071926, 1378023.2999265715, 54.55163000000001], [2180982.300035242, 1377981.6000865325, 122.77839000000002], [2181019.799939275, 1377954.4999265075, 169.04567000000003], [2181038.9999392927, 1377941.4999905005, 23.187000000000005], [2181041.0000672974, 1377940.099926494, 25.628000000000004], [2181092.799875345, 1377907.0999904647, 87.04700000000001], [2181162.3000354096, 1377862.7999584228, 169.46500000000003], [2181257.8000674993, 1377803.5999583676, 281.826], [2181261.0000675023, 1377801.4999903664, 285.653], [2181382.0000036135, 1377727.400022298, 427.5400000000001], [2181395.299971625, 1377719.5001182929, 443.00900000000007], [2181454.3000356816, 1377684.30011826, 511.7120000000001], [2181614.3000358306, 1377586.7999581695, 699.0780000000001], [2181686.0000038967, 1377540.5998941213, 784.3740000000001], [2181748.2999079563, 1377499.5001180843, 859.0090000000001], [2181819.79994002, 1377449.100118041, 946.4870000000002], [2181849.300100047, 1377427.5001180172, 983.0500000000002], [2181895.4999080934, 1377392.8999259844, 1040.7700000000002], [2181910.800004106, 1377381.3000539765, 1059.9700000000003], [2181926.00000412, 1377369.6000859663, 19.181000000000004], [2181979.299972169, 1377328.5998939276, 86.427], [2182077.3001002595, 1377252.399957858, 210.56500000000003], [2182113.300100293, 1377223.2999258265, 256.85600000000005], [2182383.2999725454, 1377004.5000536218, 604.3800000000001], [2182406.000004567, 1376985.900117606, 633.7280000000001], [2182438.300036598, 1376959.500117585, 41.71600000000001], [2182482.4999726377, 1376923.2999255508, 98.84900000000002], [2182499.9998766556, 1376909.300053537, 121.25900000000001], [2182506.3000366613, 1376904.30011753, 129.30200000000002], [2182510.300036665, 1376901.0000215322, 134.48800000000003], [2182625.0000687726, 1376806.9000534415, 282.84900000000005], [2182712.299908854, 1376737.6000853777, 394.31100000000004], [2182764.5001008995, 1376692.5000533313, 463.2950000000001], [2182814.000004947, 1376652.5998932943, 526.874], [2182899.4999090284, 1376583.4000212327, 636.8690000000001], [2183025.800069146, 1376481.0000211373, 799.4650000000001], [2183064.500101179, 1376450.4999251068, 848.7390000000001], [2183085.000069201, 1376434.4000850916, 26.066330000000004], [2183190.3000372984, 1376348.5000530109, 161.9593], [2183221.0000693277, 1376323.500116989, 201.55082000000002], [2183290.8000053912, 1376267.400020942, 291.10110000000003], [2183357.3001014516, 1376213.9001168907, 376.45039], [2183420.2999095134, 1376163.4000208452, 457.19218000000006], [2183502.8000055887, 1376096.8000847772, 563.2196100000001], [2183566.8000056483, 1376045.000020735, 645.5557900000001], [2183606.000005685, 1376013.499988705, 695.8438800000001], [2183626.3000377044, 1375997.49998869, 721.69135], [2183666.99994174, 1375965.399892658, 773.5266500000001], [2183705.0000697784, 1375935.299924627, 822.0036300000002], [2183784.799877852, 1375872.5000525713, 923.5508300000001], [2183826.3000378907, 1375840.0000845417, 976.2624100000002], [2183859.4999099225, 1375814.7999565154, 1017.9430800000001], [2183910.300037969, 1375776.3001164794, 1081.6838900000002], [2183948.799878005, 1375746.7999564558, 1130.1864300000002], [2184034.0000060834, 1375681.6000843942, 1237.4715], [2184127.999878172, 1375609.6000843272, 118.40598000000001], [2184179.799942218, 1375570.1000522897, 183.54813000000001], [2184217.0000702552, 1375550.999892272, 225.36517000000003], [2184298.499974329, 1375487.8999882117, 328.43715000000003], [2184327.7999423556, 1375453.9999561831, 373.2445200000001]]], 'spatialReference': {'wkid': 102667, 'latestWkid': 2240}}"
4,5,40,1,6,5,5,1.0195632136434887,9874.799059550249,"{'hasM': True, 'paths': [[[2191080.799884647, 1382396.8000906482, 0], [2191052.799884621, 1382344.800090596, 59.05929000000001], [2191038.0000126064, 1382309.1001225635, 97.70543000000002], [2191015.499916587, 1382247.5999625102, 163.19225000000003], [2190994.800012566, 1382207.2999304682, 208.49765000000002], [2190981.300108552, 1382183.0999944508, 236.20837000000003], [2190793.8000763804, 1381861.999962151, 608.0436700000001], [2190668.7998842634, 1381645.600089945, 857.9515600000001], [2190630.3000442274, 1381581.6000898853, 932.6391600000002], [2190591.589772191, 1381514.1164418235, 1010.4371600000002], [2190585.5000441857, 1381503.500121817, 12.238910000000002], [2190501.5000441074, 1381360.099929683, 178.43042000000003], [2190482.999948088, 1381326.9998976514, 216.34962000000004], [2190371.7999479845, 1381137.0000254735, 436.49818000000005], [2190338.999947954, 1381079.5999614224, 502.6087500000001], [2190271.7999478914, 1380965.800025314, 634.7687500000001], [2190212.7998838387, 1380861.6000892147, 754.5127900000001], [2190170.238603797, 1380789.340505153, 838.3752300000001], [2190118.4999797493, 1380701.499993071, 101.94528000000001], [2189838.9999474883, 1380219.2999286205, 659.2936200000001], [2189736.5001073927, 1380043.2999284565, 862.9654600000001], [2189710.4999793693, 1380000.000088416, 913.4717200000001], [2189696.799883358, 1379976.899928391, 940.3289400000001], [2189648.7998833135, 1379900.899928324, 1030.2177600000002], [2189601.8000752702, 1379829.9999602586, 1115.2811900000002], [2189521.8000751957, 1379717.0000241548, 1253.7333], [2189467.299979143, 1379645.0000240877, 1344.0342400000002], [2189392.799883075, 1379554.4999279976, 1461.2542600000002], [2189322.499979008, 1379474.9998959228, 1567.3783900000003], [2189258.0000109486, 1379405.3998958617, 1662.2699400000001], [2189220.799882915, 1379367.799895823, 1715.1623700000002], [2189141.000074841, 1379290.600023754, 1826.1931300000003], [2189071.299978774, 1379226.4000876918, 1920.9545900000003], [2188999.299978707, 1379164.5000556335, 2015.9051800000002], [2188922.0000106357, 1379101.9001195803, 2115.3739600000004], [2188835.9998825565, 1379036.800087519, 2223.2351500000004], [2188812.299914535, 1379019.8999915048, 2252.3435900000004], [2188787.2999785095, 1379000.3999594823, 2284.0492400000003], [2188677.000074409, 1378918.9000554085, 2421.1926100000005], [2188653.0000743866, 1378901.900119394, 2450.6034500000005], [2188482.8000102267, 1378774.4999272749, 2663.2037100000002], [2188373.8000741266, 1378695.2999271974, 2797.9391100000003], [2188287.999882046, 1378631.7998951375, 2904.6814500000005], [2188160.299913928, 1378537.1001190543, 3063.6636100000005], [2188099.999881871, 1378491.899991013, 3139.0237200000006], [2188060.299913835, 1378461.3998949826, 3189.0871100000004], [2187981.300105758, 1378405.1001189277, 3286.0955400000003], [2187952.500105731, 1378383.8999909088, 3321.8570400000003], [2187862.0000096485, 1378317.3000548482, 3434.2217100000007], [2187842.00000963, 1378302.6000228375, 3459.0428900000006], [2187744.7998815402, 1378230.4999267682, 3580.0647400000007], [2187667.499913469, 1378173.6000867113, 3676.0484800000004], [2187583.2999773882, 1378111.2999266535, 3780.7907300000006], [2187523.799945332, 1378066.2999906167, 3855.3913200000006], [2187499.9998813123, 1378048.8000865951, 3884.9326400000004], [2187422.999945238, 1377992.3001185432, 3980.4378000000006], [2187382.3000412025, 1377962.499926515, 4030.8811700000006], [2187382.2398812026, 1377962.4561505169, 4030.9555700000005], [2187192.5001050234, 1377823.799894385, 235.00370000000004], [2187106.0000089444, 1377762.2999903336, 341.13807], [2187003.299976848, 1377689.8000222668, 466.85021000000006], [2186934.9999447837, 1377643.5999582186, 549.3083300000001], [2186775.999880638, 1377538.299990125, 740.0151800000001], [2186712.2999125794, 1377496.8999260813, 815.9865600000002], [2186710.0000085756, 1377495.400022082, 818.7323400000001], [2186600.500104472, 1377426.1000540182, 948.3190400000001], [2186322.800008215, 1377254.7999578565, 1274.6027600000002], [2186077.0000719875, 1377105.3000537157, 1562.2967500000002], [2186058.0000079684, 1377093.9001177102, 1584.4543900000003], [2186017.0000719316, 1377069.300053686, 47.81400000000001], [2185985.5000399016, 1377050.4999256656, 36.684000000000005], [2185946.800007865, 1377026.799957648, 82.06400000000001], [2185907.2999758273, 1377002.600021623, 128.388], [2185814.800007742, 1376945.399893567, 237.14500000000004], [2185590.3000395335, 1376805.0000214428, 501.9320000000001], [2185519.999879468, 1376758.400085397, 586.2750000000001], [2185481.3001034297, 1376731.5999573693, 633.3480000000001], [2185409.0000713654, 1376678.600021325, 722.9940000000001], [2185383.2999753393, 1376659.299925305, 755.1340000000001], [2185371.4999113306, 1376650.4000852928, 14.780000000000003], [2185358.800007317, 1376640.5998932868, 30.822000000000003], [2185325.800071288, 1376614.400085263, 72.95700000000001], [2185289.0000712536, 1376584.5998932347, 120.31000000000002], [2185254.0000072196, 1376554.4999252036, 166.473], [2185197.300103165, 1376504.8000851572, 241.87200000000004], [2185128.500103101, 1376436.8999250978, 338.535], [2185124.5001030974, 1376433.0000210926, 344.12200000000007], [2185095.4999110736, 1376405.0000210702, 384.43300000000005], [2185018.300039001, 1376322.6000209898, 497.3470000000001], [2184971.999878958, 1376270.600020945, 566.9730000000001], [2184939.7999429256, 1376232.300116904, 617.0100000000001], [2184888.7998788804, 1376169.300052844, 698.0660000000001], [2184886.4999748766, 1376166.499924846, 701.6890000000001], [2184812.500102807, 1376077.8000207618, 817.2040000000001], [2184710.8000067137, 1375958.1000526473, 974.2740000000001], [2184645.000070654, 1375882.1000525802, 1074.8010000000002], [2184526.0000065416, 1375721.399892427, 1274.765], [2184494.300038513, 1375680.3999563903, 1326.5900000000001], [2184354.800006382, 1375491.8999882191, 1561.0950000000003], [2184327.7999423556, 1375453.9999561831, 1607.6290000000001]]], 'spatialReference': {'wkid': 102667, 'latestWkid': 2240}}"
